query,function,identifier,url,score
convert int to bool,"def is_int(value):
    """"""Return `True` if ``value`` is an integer.""""""
    if isinstance(value, bool):
        return False
    try:
        int(value)
        return True
    except (ValueError, TypeError):
        return False",is_int,https://github.com/OCA/odoorpc/blob/d90aa0b2bc4fafbab8bd8f50d50e3fb0b9ba91f0/odoorpc/fields.py#L32-L40,1.2512027
convert int to bool,"def is_integer(value: Any) -> bool:
    """"""Return true if a value is an integer number.""""""
    return (isinstance(value, int) and not isinstance(value, bool)) or (
        isinstance(value, float) and isfinite(value) and int(value) == value
    )",is_integer,https://github.com/graphql-python/graphql-core-next/blob/073dce3f002f897d40f9348ffd8f107815160540/graphql/pyutils/is_integer.py#L7-L11,1.2506367
read text file line by line,"def read_file_lines(file, encoding='utf-8'):
    with open(file, 'r', encoding=encoding) as f:
        return f.readlines()",read_file_lines,https://github.com/DataDog/integrations-core/blob/ebd41c873cf9f97a8c51bf9459bc6a7536af8acd/datadog_checks_dev/datadog_checks/dev/utils.py#L80-L82,1.393151
read text file line by line,"def read_lines_from_file(file_path: str) -> List[str]:
    """""" Read text lines from a file """"""
    # check if the file exists?
    with open(file_path) as csv_file:
        content = csv_file.readlines()
    return content",read_lines_from_file,https://github.com/MisterY/price-database/blob/b4fd366b7763891c690fe3000b8840e656da023e/pricedb/utils.py#L5-L10,1.3827535
read text file line by line,"def read_file(self):
        """"""
        Grabs filename and enables it to be read.
        :return: raw_file = unaltered text; file_lines = text split by lines.
        """"""
        with open(self.filename, mode='r+', encoding='utf8') as text_file:
            self.raw_file = text_file.read()  # pylint: disable= attribute-defined-outside-init
        self.file_lines = [x.rstrip() for x in self.raw_file.splitlines()]",FileImport.read_file,https://github.com/cltk/cltk/blob/ed9c025b7ec43c949481173251b70e05e4dffd27/cltk/corpus/akkadian/file_importer.py#L34-L41,1.3820825
read text file line by line,"def _read_text_file(text_file):
  lines = []
  with tf.io.gfile.GFile(text_file, 'r') as f:
    for line in f:
      lines.append(line.strip())
  return lines",_read_text_file,https://github.com/tensorflow/datasets/blob/46ceb0cf7b4690f38ecbbc689e4d659a903d08dc/tensorflow_datasets/text/cnn_dailymail.py#L155-L160,1.3814206
read text file line by line,"def read_first_line(file):
    with open(file, 'r') as f:
      first_line = f.readline()

    return first_line.strip()",read_first_line,https://github.com/droope/droopescan/blob/424c48a0f9d12b4536dbef5a786f0fbd4ce9519a/dscan/common/release_api.py#L119-L123,1.3781762
read text file line by line,"def read_lines(self, encoding=""utf8""):
        with open(self._filename, ""rb"") as f:
            for line in f:
                yield line.decode(encoding).rstrip()",File.read_lines,https://github.com/klahnakoski/mo-files/blob/f6974a997cdc9fdabccb60c19edee13356a5787a/mo_files/__init__.py#L235-L238,1.3780155
read text file line by line,"def _read_text(self, filename):
        """"""
        Helper that reads the UTF-8 content of the specified file, or
        None if the file doesn't exist. This returns a unicode string.
        """"""
        with io.open(filename, 'rt', encoding='utf-8') as f:
            return f.read()",DirectoryReader._read_text,https://github.com/joeyespo/grip/blob/ce933ccc4ca8e0d3718f271c59bd530a4518bf63/grip/readers.py#L140-L146,1.3763994
read text file line by line,"def read(self):
        """"""
        Read in all unread lines and return them as a single string.
        """"""
        lines = self.readlines()
        if lines:
            try:
                return ''.join(lines)
            except TypeError:
                return ''.join(force_text(line) for line in lines)
        else:
            return None",Pygtail.read,https://github.com/bgreenlee/pygtail/blob/d2caeb6fece041d5d6c5ecf600dc5a9e46c8d890/pygtail/core.py#L142-L153,1.3763139
read text file line by line,"def read(self, file, *, fs):
        """"""
        Write a row on the next line of given file.
        Prefix is used for newlines.
        """"""
        for line in file:
            yield line.rstrip(self.eol)",FileReader.read,https://github.com/python-bonobo/bonobo/blob/70c8e62c4a88576976e5b52e58d380d6e3227ab4/bonobo/nodes/io/file.py#L60-L66,1.3753784
read text file line by line,"def read_first_line(path, error=False):
    try:
        fp = open_text(path)
        try:
            line = fp.readline()
        finally:
            # don't use context manager to support StringIO on Python 2
            # for unit tests
            fp.close()
        return line.rstrip()
    except IOError:
        if error:
            raise
        else:
            return ''",read_first_line,https://github.com/vstinner/perf/blob/cf096c0c0c955d0aa1c893847fa6393ba4922ada/perf/_utils.py#L181-L195,1.3741302
get executable path,"def get_path():
    """"""
    Shortcut for users whose theme is next to their conf.py.
    """"""
    # Theme directory is defined as our parent directory
    return os.path.abspath(os.path.dirname(os.path.dirname(__file__)))",get_path,https://github.com/python-bonobo/bonobo/blob/70c8e62c4a88576976e5b52e58d380d6e3227ab4/docs/_templates/alabaster/__init__.py#L6-L11,1.3153182
get executable path,"def get_exec_dir(self):
    """"""Returns the command line for the job.""""""
    # In python 2, the command line is unicode, which needs to be converted to string before pickling;
    # In python 3, the command line is bytes, which can be pickled directly
    return str(os.path.realpath(self.exec_dir)) if self.exec_dir is not None else None",Job.get_exec_dir,https://github.com/bioidiap/gridtk/blob/9e3291b8b50388682908927231b2730db1da147d/gridtk/models.py#L234-L238,1.3148131
get executable path,"def get_external_executable(_exec):
    _exec_path = _which(_exec)
    if _exec_path:
        return _exec_path
    else:
        sys.exit(""Required executable '{}' not found on this system. ""
                 ""Please install or add to PATH"".format(_exec))",get_external_executable,https://github.com/markuskiller/textblob-de/blob/1b427b2cdd7e5e9fd3697677a98358fae4aa6ad1/textblob_de/compat.py#L143-L149,1.3144834
get executable path,"def get_path_extension(path):
    """"""
    Split file name and extension

    :type path: str|unicode
    :rtype: one str|unicode
    """"""
    file_path, file_ext = os.path.splitext(path)
    return file_ext.lstrip('.')",get_path_extension,https://github.com/Rikanishu/static-bundle/blob/2f6458cb9d9d9049b4fd829f7d6951a45d547c68/static_bundle/utils.py#L58-L66,1.3143286
get executable path,"def getExtensionFiles(platform):
  files = getExtensionFileNames(platform)
  for f in files:
    if not os.path.exists(f):
      generateExtensions()
      break

  return files",getExtensionFiles,https://github.com/numenta/nupic.core/blob/333290c32403ce11e7117f826a6348c3a8e6c125/bindings/py/setup.py#L162-L169,1.3130963
get executable path,"def local(path):
    return os.path.join(os.path.dirname(__file__), path)",local,https://github.com/boisgera/breakpoint/blob/597bfbc2b3573a0b0cb1a54fc49a1aec9b707fa9/setup.py#L20-L21,1.312101
get executable path,"def list_executable_files(directory):
    return sorted([f for f in glob.glob(directory + ""/*"") if is_executable(f)])",list_executable_files,https://github.com/gqmelo/exec-wrappers/blob/0faf892a103cf03d005f1dbdc71ca52d279b4e3b/exec_wrappers/create_wrappers.py#L361-L362,1.3109931
get executable path,"def get_file_extension(fname):
    if type(fname)==str:
        name, ext = os.path.splitext(fname)
        return ext
    else:
        return ''",get_file_extension,https://github.com/flatironinstitute/mlprocessors/blob/28d55542bbd02b9ddfe429db260f0be58f3820d3/mlprocessors/execute.py#L62-L67,1.3107454
get executable path,"def get_exe_path(cls):
        """"""
        Return the full path to the executable.
        """"""
        return os.path.abspath(os.path.join(ROOT, cls.bmds_version_dir, cls.exe + "".exe""))",BMDModel.get_exe_path,https://github.com/shapiromatron/bmds/blob/395c6ce84ad82876fd9fa4a89a3497fb61616de0/bmds/models/base.py#L173-L177,1.310221
get executable path,"def _get_files(extension, path):
        """"""
        Returns a sorted list of all of the files having the same extension under the same directory
        :param extension: the extension of the data files such as 'gdm'
        :param path: path to the folder containing the files
        :return: sorted list of files
        """"""
        # retrieves the files sharing the same extension
        files = []
        for file in os.listdir(path):
            if file.endswith(extension):
                files.append(os.path.join(path, file))
        return sorted(files)",Parser._get_files,https://github.com/DEIB-GECO/PyGMQL/blob/e58b2f9402a86056dcda484a32e3de0bb06ed991/gmql/ml/dataset/parser/parser.py#L32-L44,1.309807
httpclient post json,"def post(self, resource, data, params=None):
        return self._post(resource, data, params)",UwsgiItClient.post,https://github.com/xrmx/uwsgiit-py/blob/6cce5fa71f784b55827eb594fb1f2c6ded17c80d/uwsgiit/api.py#L78-L79,1.2052933
httpclient post json,"def requests_post(url, data=None, json=None, **kwargs):
    """"""Requests-mock requests.post wrapper.""""""
    return requests_request('post', url, data=data, json=json, **kwargs)",requests_post,https://github.com/TestInABox/stackInABox/blob/63ee457401e9a88d987f85f513eb512dcb12d984/stackinabox/util/requests_mock/core.py#L226-L228,1.2016027
httpclient post json,"async def put(self, request, resource=None, **kwargs):
        """"""Update a resource.

        ---
        parameters:
            - name: resource
              in: path
              type: string
        """"""
        if resource is None:
            raise RESTNotFound(reason='Resource not found')

        return await self.post(request, resource=resource, **kwargs)",RESTHandler.put,https://github.com/klen/muffin-rest/blob/1d85bdd3b72a89eaeab8c4086926260a960408aa/muffin_rest/handlers.py#L253-L265,1.2010158
httpclient post json,"def post(self, resource, data=None, json=None):
        """"""Sends a POST request

        Returns:
            RTMResponse
        """"""
        return self.do(resource, 'POST', data=data, json=json)",RTMClient.post,https://github.com/bearyinnovative/bearychat.py/blob/6c7af2d215c2ff7135bb5af66ca333d0ea1089fd/bearychat/rtm_client.py#L118-L124,1.2010099
httpclient post json,"def post(self, url, data=None, params=None):
        """"""
        Low-level POST request interface to mite. Takes a URL to request
        (relative), and optionally data to add to the request. Either returns
        the JSON body of the request or raises a HttpException.

        """"""
        return self.request(""post"", url, data, params)",Mite.post,https://github.com/port-zero/mite/blob/b5fa941f60bf43e04ef654ed580ed7ef91211c22/mite/mite.py#L75-L82,1.2009337
httpclient post json,"def post(self, json=None):
        """"""Send a POST request and return the JSON decoded result.

        Args:
            json (dict, optional): Object to encode and send in request.

        Returns:
            mixed: JSON decoded response data.
        """"""
        return self._call('post', url=self.endpoint, json=json)",RequestPaginator.post,https://github.com/LasLabs/python-helpscout/blob/84bf669417d72ca19641a02c9a660e1ae4271de4/helpscout/request_paginator/__init__.py#L114-L123,1.2004945
httpclient post json,"def post(self, resource, **params):
        """"""
        Generic TeleSign REST API POST handler.

        :param resource: The partial resource URI to perform the request against, as a string.
        :param params: Body params to perform the POST request with, as a dictionary.
        :return: The RestClient Response object.
        """"""
        return self._execute(self.session.post, 'POST', resource, **params)",RestClient.post,https://github.com/TeleSign/python_telesign/blob/f0c2e4373dc8d685e1a7d65444b5e55955c340cb/telesign/rest.py#L154-L162,1.2001615
httpclient post json,"def post(self, api, **kwargs):
        return self.request_process(r.post, api, **kwargs)",BaseApi.post,https://github.com/mikeylight/GitterPy/blob/ef88ae2154bd6b7324068d2fbb3ac5f436b618cb/gitterpy/client.py#L50-L51,1.1998545
httpclient post json,"def post(self, request, *args, **kwargs):
        login(request, request.user)
        return JsonResponse({'username': request.user.username})",AuthView.post,https://github.com/StanfordBioinformatics/loom/blob/db2031a1a87124fee1aeb7414a668c03d774a698/server/loomengine_server/api/views.py#L42-L44,1.1997832
httpclient post json,"def post(self, url: 'Union[URL, str]', **kwargs):
        self.add(url, method=hdrs.METH_POST, **kwargs)",aioresponses.post,https://github.com/pnuckowski/aioresponses/blob/566461a21a25757e313e0d4afaf338d53d66db03/aioresponses/core.py#L253-L254,1.199732
